Incident,ReferenceText,# of tokens,# of types,# of predicates,# of manual predicates,# of automatic predicates,# of frame elements,# of manual frame elements,# of automatic frame elements
http://www.wikidata.org/entity/Q5600047,"January 10, 1975.naf",604,189,108,0,108,0,0,0
http://www.wikidata.org/entity/Q5600047,"Tornado History Project: January 9, 1975.naf",604,189,108,0,108,0,0,0
http://www.wikidata.org/entity/Q5600047,Minnesota weather almanac.naf,288,183,46,0,46,0,0,0
http://www.wikidata.org/entity/Q5600047,"Saturday, October 28, 2000.naf",1508,445,242,0,242,0,0,0
http://www.wikidata.org/entity/Q5600047,"January 12, 1975.naf",604,189,108,0,108,0,0,0
http://www.wikidata.org/entity/Q7076933,Japanese typhoon makes Minnesota rain.naf,407,207,89,0,89,0,0,0
http://www.wikidata.org/entity/Q7076933,WPC Surface Analysis Archive.naf,120,69,31,0,31,0,0,0
http://www.wikidata.org/entity/Q6312086,Ships ignored warning to leave.naf,475,223,112,0,112,0,0,0
http://www.wikidata.org/entity/Q6312086,Floodwaters 'will breach levee'.naf,582,260,171,0,171,0,0,0
http://www.wikidata.org/entity/Q30643836,U. S. Electoral College.naf,1735,181,29,0,29,0,0,0
http://www.wikidata.org/entity/Q30643836,United States presidential election of 1960.naf,1842,610,386,0,386,0,0,0
http://www.wikidata.org/entity/Q55604838,Special Remembrance: Justice Shahabuddin Ahmed.naf,829,338,140,0,140,0,0,0
http://www.wikidata.org/entity/Q55604838,"Ahmed, Justice Shahabuddin.naf",852,353,147,0,147,0,0,0
http://www.wikidata.org/entity/Q30642189,United States presidential election of 1968.naf,1211,449,232,0,232,0,0,0
http://www.wikidata.org/entity/Q30642200,United States presidential election of 1964.naf,1448,533,282,0,282,0,0,0
http://www.wikidata.org/entity/Q30641305,United States presidential election of 1968.naf,1211,449,232,0,232,0,0,0
http://www.wikidata.org/entity/Q60442108,Polls 2020-11-02 (smaller states).naf,320,165,60,0,60,0,0,0
http://www.wikidata.org/entity/Q60442108,Candidate preference.naf,151,88,33,0,33,0,0,0
http://www.wikidata.org/entity/Q60442108,2020 President - Sabato's Crystal Ball.naf,28,23,3,0,3,0,0,0
http://www.wikidata.org/entity/Q60442108,Tennessee Election Results.naf,163,101,33,0,33,0,0,0
http://www.wikidata.org/entity/Q60442108,"Elizabeth Warren Formally Announces 2020 Presidential Bid in Lawrence, Mass..naf",252,136,61,0,61,0,0,0
http://www.wikidata.org/entity/Q60442108,Find Your Local League.naf,586,271,128,0,128,0,0,0
http://www.wikidata.org/entity/Q60442108,2020 Electoral Interactive Map.naf,52,36,12,0,12,0,0,0
http://www.wikidata.org/entity/Q60442108,Presidential Ratings.naf,63,40,2,0,2,0,0,0
http://www.wikidata.org/entity/Q60442108,"Biden dominates the electoral map, but here's how the race could tighten.naf",1868,645,304,0,304,0,0,0
http://www.wikidata.org/entity/Q60442108,2020 Election Forecast.naf,61,43,16,0,16,0,0,0
http://www.wikidata.org/entity/Q60442108,Elizabeth Warren Announces Iowa Trip as She Starts Running for President in 2020.naf,390,202,94,0,94,0,0,0
http://www.wikidata.org/entity/Q60442108,"Tennessee: Election Tools, Deadlines, Dates, Rules, and Links.naf",100,51,26,0,26,0,0,0
http://www.wikidata.org/entity/Q60441801,Polls 2020-11-02 (smaller states).naf,320,165,60,0,60,0,0,0
http://www.wikidata.org/entity/Q60441801,Find Your Local League.naf,586,271,128,0,128,0,0,0
http://www.wikidata.org/entity/Q60441801,2020 Electoral Interactive Map.naf,52,36,12,0,12,0,0,0
http://www.wikidata.org/entity/Q60441801,Presidential Ratings.naf,63,40,2,0,2,0,0,0
http://www.wikidata.org/entity/Q60441801,"Biden dominates the electoral map, but here's how the race could tighten.naf",1868,645,304,0,304,0,0,0
http://www.wikidata.org/entity/Q60441801,2020 Election Forecast.naf,61,43,16,0,16,0,0,0
http://www.wikidata.org/entity/Q60441801,"Maryland postpones primary, shifts special election to mail voting over coronavirus.naf",1053,388,272,0,272,0,0,0
http://www.wikidata.org/entity/Q60441801,"Maryland: Election Tools, Deadlines, Dates, Rules, and Links.naf",141,78,36,0,36,0,0,0
http://www.wikidata.org/entity/Q30642708,United States presidential election of 1964.naf,1448,533,282,0,282,0,0,0
http://www.wikidata.org/entity/Q60519433,Poll: Democrats lead by big margins in Delaware.naf,916,285,119,0,119,0,0,0
http://www.wikidata.org/entity/Q60519433,Voting & Elections Toolkits.naf,517,182,103,0,103,0,0,0
http://www.wikidata.org/entity/Q60519433,2020 President - Sabato's Crystal Ball.naf,28,23,3,0,3,0,0,0
http://www.wikidata.org/entity/Q60519433,Find Your Local League.naf,586,271,128,0,128,0,0,0
http://www.wikidata.org/entity/Q60519433,2020 Electoral Interactive Map.naf,52,36,12,0,12,0,0,0
http://www.wikidata.org/entity/Q60519433,Presidential Ratings.naf,63,40,2,0,2,0,0,0
http://www.wikidata.org/entity/Q60519433,"Biden dominates the electoral map, but here's how the race could tighten.naf",1868,645,304,0,304,0,0,0
http://www.wikidata.org/entity/Q60519433,Delaware Election Results.naf,218,131,35,0,35,0,0,0
http://www.wikidata.org/entity/Q60519433,Delaware primary elections moved to July 7 due to COVID-19 pandemic.naf,441,198,82,0,82,0,0,0
http://www.wikidata.org/entity/Q30973589,Montenegro: Eurovision 2020 Participation Confirmed.naf,417,195,73,0,73,0,0,0
http://www.wikidata.org/entity/Q30973589,Eurovision 2020: EBU releases official list of participating countries.naf,351,172,52,0,52,0,0,0
http://www.wikidata.org/entity/Q30973589,Eurovision'20: 15 Year Old Pieter Gabriel Will Produce Music For Flag Parade.naf,331,134,64,0,64,0,0,0
http://www.wikidata.org/entity/Q30973589,First Semi-Final of Rotterdam 2020.naf,54,37,12,0,12,0,0,0
http://www.wikidata.org/entity/Q30973589,"Stefania will represent Greece at Eurovision 2020 with ""SUPERGIRL"".naf",588,231,98,0,98,0,0,0
http://www.wikidata.org/entity/Q30973589,Canada: OMNI Television Confirms Eurovision 2020 Broadcast.naf,222,95,34,0,34,0,0,0
http://www.wikidata.org/entity/Q30973589,Bosnia & Herzegovina: No Eurovision Return in 2020.naf,331,143,59,0,59,0,0,0
http://www.wikidata.org/entity/Q30973589,Slogan revealed: ‘Open Up’ to Eurovision 2020.naf,490,186,97,0,97,0,0,0
http://www.wikidata.org/entity/Q30973589,Luxembourg: RTL confirms non participation in Eurovision 2020.naf,291,149,46,0,46,0,0,0
http://www.wikidata.org/entity/Q30973589,Alla leið! Iceland's RÚV announces alternative Eurovision 2020 show.naf,701,196,126,0,126,0,0,0
http://www.wikidata.org/entity/Q30973589,Eurovision: Abba's Waterloo voted best song of all time.naf,1505,504,276,0,276,0,0,0
http://www.wikidata.org/entity/Q30973589,Semi-Final Allocation Draw pots for Eurovision 2020 revealed!.naf,564,215,82,0,82,0,0,0
http://www.wikidata.org/entity/Q30973589,Aksel Kankaanranta will represent Finland at the Eurovision Song Contest 2020.naf,512,200,100,0,100,0,0,0
http://www.wikidata.org/entity/Q30973589,Social events.naf,353,163,76,0,76,0,0,0
http://www.wikidata.org/entity/Q30973589,Australia has decided: Montaigne is heading to the 2020 Eurovision Song Contest.naf,615,251,102,0,102,0,0,0
http://www.wikidata.org/entity/Q30973589,Eurovision 2020: Getty Kaspers sees Rotterdam as the ideal host city.naf,526,211,106,0,106,0,0,0
http://www.wikidata.org/entity/Q30973589,Jon Ola Sand to miss Eurovision HoD Meet due to coronavirus travel ban.naf,406,178,77,0,77,0,0,0
http://www.wikidata.org/entity/Q30973589,馃嚜馃嚫 Eurovision-Spain postpones Madrid pre-party.naf,255,121,43,0,43,0,0,0
http://www.wikidata.org/entity/Q30973589,Eurovision 2020: Euroclub venue in Rotterdam unveiled.naf,579,239,133,0,133,0,0,0
http://www.wikidata.org/entity/Q30973589,Eurovision month! BBC reveals extensive ESC programme schedule…with “Europe Shine A Light” on BBC One.naf,1867,565,267,0,267,0,0,0
http://www.wikidata.org/entity/Q30973589,Eurovision'20: Cornald Maas Named Creative Advisor.naf,187,84,29,0,29,0,0,0
http://www.wikidata.org/entity/Q30973589,TV Guide: Alternative Eurovision 2020 Schedule.naf,2111,502,156,0,156,0,0,0
http://www.wikidata.org/entity/Q30973589,NPO to air special broadcast to announce Eurovision host city next week.naf,310,140,76,0,76,0,0,0
http://www.wikidata.org/entity/Q30973589,Bulgaria: VICTORIA Cancels Pre-Party Appearances.naf,407,187,77,0,77,0,0,0
http://www.wikidata.org/entity/Q30973589,EurovisionInConcert on Twitter.naf,46,35,14,0,14,0,0,0
http://www.wikidata.org/entity/Q30973589,Rotterdam returns as Eurovision Song Contest Host City in 2021.naf,534,231,108,0,108,0,0,0
http://www.wikidata.org/entity/Q30973589,Andorra: RTVA Open To Co-operation With Catalan Broadcaster Regarding Eurovision Participation.naf,397,150,67,0,67,0,0,0
http://www.wikidata.org/entity/Q30973589,ðŸ‡ªðŸ‡¸ Eurovision-Spain postpones Madrid pre-party.naf,253,122,43,0,43,0,0,0
http://www.wikidata.org/entity/Q30973589,Has ORF selected Vincent Bueno as Austria's act for Eurovision 2020?.naf,527,237,80,0,80,0,0,0
http://www.wikidata.org/entity/Q30973589,Eurovision Song Contest 2020 CD album release date.naf,378,148,76,0,76,0,0,0
http://www.wikidata.org/entity/Q30973589,ðŸ‡²ðŸ‡ª Montenegro withdraws from Eurovision Song Contest 2020.naf,272,137,50,0,50,0,0,0
http://www.wikidata.org/entity/Q30973589,Liechtenstein: 1 FL TV will not debut in Eurovision 2020.naf,349,135,66,0,66,0,0,0
http://www.wikidata.org/entity/Q30973589,EBU: “No plans” to invite Kazakhstan to participate in Eurovision 2020.naf,241,107,51,0,51,0,0,0
http://www.wikidata.org/entity/Q30973589,Rotterdam to host Eurovision 2020!.naf,756,299,152,0,152,0,0,0
http://www.wikidata.org/entity/Q30973589,Fans gather behind #EurovisionAgain.naf,640,260,127,0,127,0,0,0
http://www.wikidata.org/entity/Q30973589,Hungary pulls out of Eurovision amid rise in anti-LGBTQ+ rhetoric.naf,858,318,191,0,191,0,0,0
http://www.wikidata.org/entity/Q30973589,Official Compilations Chart Top 100.naf,39,31,6,0,6,0,0,0
http://www.wikidata.org/entity/Q30973589,Hihlights from NPO's visit to Maastricht.naf,416,170,86,0,86,0,0,0
http://www.wikidata.org/entity/Q30973589,"Bosnia & Herzegovina's ""primary goal"" is Eurovision comeback but 2020 return ""difficult"".naf",621,257,82,0,82,0,0,0
http://www.wikidata.org/entity/Q30973589,Yle's Eurovision Diaries documentary to premiere on April 6.naf,759,293,117,0,117,0,0,0
http://www.wikidata.org/entity/Q30973589,Second Semi-Final of Rotterdam 2020.naf,54,37,12,0,12,0,0,0
http://www.wikidata.org/entity/Q30973589,Rotterdam 2020: First opening and interval acts revealed.naf,767,351,130,0,130,0,0,0
http://www.wikidata.org/entity/Q30973589,Jon Ola Sand to step down as Executive Supervisor after Rotterdam 2020.naf,586,211,106,0,106,0,0,0
http://www.wikidata.org/entity/Q30973589,No changes approved in EBU statutes: Kosovo cannot apply for full membership.naf,547,205,124,0,124,0,0,0
http://www.wikidata.org/entity/Q30973589,"Maja Keuc's ""No One"" is voted Slovenia's favourite Eurovision entry.naf",634,303,78,0,78,0,0,0
http://www.wikidata.org/entity/Q30973589,Eurovision venue turned into Covid-19 hospital.naf,63,50,11,0,11,0,0,0
http://www.wikidata.org/entity/Q30973589,The votes are in: San Marino's Senhit will sing 'Freaky!' in Rotterdam.naf,719,281,109,0,109,0,0,0
http://www.wikidata.org/entity/Q30973589,Intention to honour Eurovision 2020 songs and artists.naf,238,120,36,0,36,0,0,0
http://www.wikidata.org/entity/Q30973589,Official EBU statement & FAQ on Eurovision 2020 cancellation.naf,1504,407,306,0,306,0,0,0
http://www.wikidata.org/entity/Q30973589,The Netherlands: Maastricht The Latest City To Gauge Potential Bid to Host Eurovision 2020.naf,555,221,118,0,118,0,0,0
http://www.wikidata.org/entity/Q30973589,Greece: Maria Kozakou & Giorgos Kapoutzidis Confirmed As Commentators For Rotterdam.naf,371,159,55,0,55,0,0,0
http://www.wikidata.org/entity/Q30973589,Monaco: TMC confirms non participation in Eurovision 2020.naf,225,115,35,0,35,0,0,0
http://www.wikidata.org/entity/Q30973589,Eurovision Again: Why fans of the song contest get together every Saturday.naf,833,304,147,0,147,0,0,0
http://www.wikidata.org/entity/Q30973589,Rotterdam 2020.naf,1021,449,162,0,162,0,0,0
http://www.wikidata.org/entity/Q30973589,It’s Natalia Gordienko for Moldova.naf,555,254,75,0,75,0,0,0
http://www.wikidata.org/entity/Q30973589,Denmark to hold Eurovision selection party in empty arena due to coronavirus fears.naf,230,140,61,0,61,0,0,0
http://www.wikidata.org/entity/Q30973589,Andorra: RTVA Rules Out Eurovision Return in 2020.naf,332,138,57,0,57,0,0,0
http://www.wikidata.org/entity/Q30973589,Luxembourg: Anne-Marie David Pushing For Nations Eurovision Return.naf,544,210,116,0,116,0,0,0
http://www.wikidata.org/entity/Q30973589,Eurovision Eurovision 2020: Highlights from NPO's visit to Rotterdam.naf,520,213,117,0,117,0,0,0
http://www.wikidata.org/entity/Q30973589,Israel: Israel Calling Cancelled Due to Coronavirus.naf,294,134,63,0,63,0,0,0
http://www.wikidata.org/entity/Q30973589,The Netherlands: NPO will reveal ESC 2020 host city with a special two-minute broadcast.naf,548,232,126,0,126,0,0,0
http://www.wikidata.org/entity/Q30973589,Turkey: TRT Will Not Compete in Eurovision 2020.naf,407,160,85,0,85,0,0,0
http://www.wikidata.org/entity/Q30973589,Highlights from NPO's visit to Rotterdam.naf,520,213,117,0,117,0,0,0
http://www.wikidata.org/entity/Q30973589,SBS is uniting music fans with Eurovision 2020: Big Night In!.naf,1100,402,194,0,194,0,0,0
http://www.wikidata.org/entity/Q30973589,AVROTROS reveals Dutch Eurovision week programming.naf,663,285,88,0,88,0,0,0
http://www.wikidata.org/entity/Q30973589,Slovakia: No Return to the Eurovision Song Contest in 2020.naf,342,155,56,0,56,0,0,0
http://www.wikidata.org/entity/Q30973589,Eurovision 2020 CD release delayed until 15th May.naf,641,288,53,0,53,0,0,0
http://www.wikidata.org/entity/Q30973589,2020 postcard concept revealed as Dutch people can join in on the fun.naf,408,143,93,0,93,0,0,0
http://www.wikidata.org/entity/Q30973589,Eurovision Song Contest reconsidering Dutch event over coronavirus.naf,183,105,40,0,40,0,0,0
http://www.wikidata.org/entity/Q30973589,Four Core Team members for Eurovision 2020 announced.naf,839,279,152,0,152,0,0,0
http://www.wikidata.org/entity/Q30973589,One down! Leeuwarden withdraws bid to host Eurovision 2020 due to ceiling height of venue.naf,518,200,114,0,114,0,0,0
http://www.wikidata.org/entity/Q30973589,Eurovision'20: Reasons Behind Utrecht's Failed Bid To Host Revealed.naf,288,132,65,0,65,0,0,0
http://www.wikidata.org/entity/Q30973589,Coronavirus (COVID-19).naf,99,68,1,0,1,0,0,0
http://www.wikidata.org/entity/Q30973589,Andorra: Government Plans For RTVA's Return to Eurovision Song Contest.naf,458,176,96,0,96,0,0,0
http://www.wikidata.org/entity/Q30973589,Vasil Garvanliev will represent North Macedonia at Eurovision 2020.naf,620,266,119,0,119,0,0,0
http://www.wikidata.org/entity/Q30973589,New measures to stop spread of coronavirus in the Netherlands.naf,415,193,104,0,104,0,0,0
http://www.wikidata.org/entity/Q30973589,Eurovision Home Concerts on YouTube.naf,315,153,82,0,82,0,0,0
http://www.wikidata.org/entity/Q30973589,Australia secures spot in Eurovision for the next five years.naf,668,253,147,0,147,0,0,0
http://www.wikidata.org/entity/Q30973589,NikkieTutorials online presenter of Eurovision 2020.naf,307,156,49,0,49,0,0,0
http://www.wikidata.org/entity/Q30973589,Montenegro: RTCG releases a statement regarding its Eurovision withdrawal.naf,373,182,80,0,80,0,0,0
http://www.wikidata.org/entity/Q30973589,Kazakhstan: Eurovision Participation 'Needs To Be Discussed'.naf,376,156,79,0,79,0,0,0
http://www.wikidata.org/entity/Q30973589,Get ready for the Eurovision Song Celebration 2020!.naf,711,253,145,0,145,0,0,0
http://www.wikidata.org/entity/Q30973589,Grand Final of Rotterdam 2020.naf,54,37,12,0,12,0,0,0
http://www.wikidata.org/entity/Q30973589,"Hungary: A Dal Dropped As Eurovision Selection Process, Withdrawal Possible?.naf",237,114,49,0,49,0,0,0
http://www.wikidata.org/entity/Q30973589,Kosovo: RTK To Push for Full EBU Membership Next Week.naf,317,124,65,0,65,0,0,0
http://www.wikidata.org/entity/Q30973589,Eurovision 2020: Rotterdam vs Maastricht; the final countdown begins.naf,426,195,102,0,102,0,0,0
http://www.wikidata.org/entity/Q30973589,Eurovision 2020: Heads of Delegations meeting is over.naf,248,131,53,0,53,0,0,0
http://www.wikidata.org/entity/Q30973589,Eurovision'20: Binnenrotte Revealed As Location Of The Eurovision Village.naf,237,114,43,0,43,0,0,0
http://www.wikidata.org/entity/Q30973589,"""Eurovision: Europe Shine A Light"": 46 broadcasters will air the official ESC replacement programme.naf",642,292,63,0,63,0,0,0
http://www.wikidata.org/entity/Q30973589,RTCG Director-General says no decision on Eurovision 2020.naf,447,191,102,0,102,0,0,0
http://www.wikidata.org/entity/Q21872940,"Biography of Canto e Castro, João do.naf",446,197,0,0,0,0,0,0
http://www.wikidata.org/entity/Q7570228,Top Ten Weather Stories.naf,566,282,138,0,138,0,0,0
http://www.wikidata.org/entity/Q7570228,Canada's top ten weather stories of 2013.naf,765,344,184,0,184,0,0,0
http://www.wikidata.org/entity/Q5148818,Blizzard pummels Southern Plains.naf,702,315,184,0,184,0,0,0
http://www.wikidata.org/entity/Q5148818,"National Guard Rescues People, Cattle After Severe Storms.naf",1847,626,475,0,475,0,0,0
http://www.wikidata.org/entity/Q3303211,VDOT Continues to Address Winter Storm.naf,795,304,220,0,220,0,0,0
http://www.wikidata.org/entity/Q3303211,Record-breaking storm closes US federal government.naf,817,368,250,0,250,0,0,0
http://www.wikidata.org/entity/Q3303211,Crippling U.S. storm moves north.naf,571,259,144,0,144,0,0,0
http://www.wikidata.org/entity/Q3303211,Five dead as snowstorm engulfs US East Coast.naf,752,336,185,0,185,0,0,0
http://www.wikidata.org/entity/Q3303211,Storm Finally Exits a Snow-Covered East Coast.naf,103,65,32,0,32,0,0,0
http://www.wikidata.org/entity/Q3303211,Shoppers catch a break.naf,547,238,148,0,148,0,0,0
http://www.wikidata.org/entity/Q16958645,"Trees, power lines downed by storm.naf",843,328,205,0,205,0,0,0
http://www.wikidata.org/entity/Q16958645,Storm leaves damage in its wake.naf,451,228,100,0,100,0,0,0
http://www.wikidata.org/entity/Q16958645,"Storms of June 16, 2009.naf",166,94,31,0,31,0,0,0
http://www.wikidata.org/entity/Q60519428,Colorado Voting Information.naf,566,187,123,0,123,0,0,0
http://www.wikidata.org/entity/Q60519428,Polls 2020-11-02 (smaller states).naf,320,165,60,0,60,0,0,0
http://www.wikidata.org/entity/Q60519428,A new poll in Colorado shows Democrats poised for big wins in the 2020 election. Can you trust the numbers?.naf,829,317,166,0,166,0,0,0
http://www.wikidata.org/entity/Q60519428,2020 President - Sabato's Crystal Ball.naf,28,23,3,0,3,0,0,0
http://www.wikidata.org/entity/Q60519428,2020 Electoral Interactive Map.naf,52,36,12,0,12,0,0,0
http://www.wikidata.org/entity/Q60519428,Colorado President: general election Polls.naf,33,30,8,0,8,0,0,0
http://www.wikidata.org/entity/Q60519428,Presidential Ratings.naf,63,40,2,0,2,0,0,0
http://www.wikidata.org/entity/Q60519428,Extensive New Battleground Polling Shows Biden Gaining Ground.naf,204,123,42,0,42,0,0,0
http://www.wikidata.org/entity/Q60519428,Presidential Contest Tightens as Campaigns Move Into Eight-Week Home Stretch.naf,610,250,115,0,115,0,0,0
http://www.wikidata.org/entity/Q60519428,"Biden dominates the electoral map, but here's how the race could tighten.naf",1868,645,304,0,304,0,0,0
http://www.wikidata.org/entity/Q7425636,Blizzard blasts Saskatoon.naf,663,314,174,0,174,0,0,0
http://www.wikidata.org/entity/Q7425636,Worst blizzard in years blasts Saskatchewan.naf,651,276,165,0,165,0,0,0
http://www.wikidata.org/entity/Q23016793,Who Voted For Donald Trump In Hawaii? - Honolulu Civil Beat.naf,1766,568,350,0,350,0,0,0
http://www.wikidata.org/entity/Q5598783,EBSCOhost Login.naf,85,52,15,0,15,0,0,0
http://www.wikidata.org/entity/Q5598783,Biodiversity Heritage Library.naf,33,27,3,0,3,0,0,0
http://www.wikidata.org/entity/Q5598783,Great Blizzard of 1899.naf,567,226,138,0,138,0,0,0
http://www.wikidata.org/entity/Q5598783,Canton (historical) in Sharp County AR.naf,223,120,31,0,31,0,0,0
http://www.wikidata.org/entity/Q5598783,National Weather Service.naf,1283,435,230,0,230,0,0,0
http://www.wikidata.org/entity/Q5598783,"NWS Rapid City, SD.naf",55,45,12,0,12,0,0,0
http://www.wikidata.org/entity/Q5598783,National Weather Service Climate.naf,55,45,12,0,12,0,0,0
http://www.wikidata.org/entity/Q39060080,United States presidential election of 1952.naf,1179,465,236,0,236,0,0,0
http://www.wikidata.org/entity/Q39059980,United States presidential election of 1952.naf,1179,465,236,0,236,0,0,0
http://www.wikidata.org/entity/Q2906686,"Chicago, Paralyzed in Sub‐Zero Temperatures, Begins to Dig Out as Snow Continues.naf",260,136,88,0,88,0,0,0
http://www.wikidata.org/entity/Q56279377,United States presidential election of 1940.naf,510,265,107,0,107,0,0,0
http://www.wikidata.org/entity/Q48842075,United States presidential election of 1916.naf,120,81,25,0,25,0,0,0
http://www.wikidata.org/entity/Q6495330,"Homepage of The National Weather Service Forecast Office in Taunton, MA..naf",43,33,7,0,7,0,0,0
http://www.wikidata.org/entity/Q56279556,United States presidential election of 1940.naf,510,265,107,0,107,0,0,0
