Incident,ReferenceText,# of tokens,# of types,# of predicates,# of manual predicates,# of automatic predicates,# of frame elements,# of manual frame elements,# of automatic frame elements
http://www.wikidata.org/entity/Q957459,Ultra Music Festival 2016 GA Tickets Are Sold Out.naf,207,122,53,0,53,0,0,0
http://www.wikidata.org/entity/Q957459,Security guard seriously injured after crowd storms fence at....naf,263,143,63,0,63,0,0,0
http://www.wikidata.org/entity/Q957459,"Cities prepare for traffic during Ultra Music Festival, Miami Beach centennial concert | Miami Herald.naf",410,195,106,0,106,0,0,0
http://www.wikidata.org/entity/Q957459,VJ Cozer - Creator Entertainment.naf,182,116,43,0,43,0,0,0
http://www.wikidata.org/entity/Q957459,How Miami's Ultra Music Festival became a worldwide phenomenon.naf,459,193,114,0,114,0,0,0
http://www.wikidata.org/entity/Q957459,Ultra Music Festival 8 rolls the WMC into Bicentennial Park.naf,465,251,100,0,100,0,0,0
http://www.wikidata.org/entity/Q957459,Ultra Music Festival 2019 Was Confusing & Spectacular In Every Way [Review].naf,1399,534,319,0,319,0,0,0
http://www.wikidata.org/entity/Q957459,2005 Miami WMC Perspectives : Carl Cox.naf,2022,445,438,0,438,0,0,0
http://www.wikidata.org/entity/Q957459,The 15 Things You Didn't Know About Ultra Music Festival.naf,541,238,101,0,101,0,0,0
http://www.wikidata.org/entity/Q957459,Ultra Music Festival announces amazing line-up.naf,362,208,39,0,39,0,0,0
http://www.wikidata.org/entity/Q957459,"Ultra co-founder, Miami nightlife fixture Alex Omes dies at 43 | Miami Herald.naf",1367,477,269,0,269,0,0,0
http://www.wikidata.org/entity/Q957459,Miami might bring Ultra back to downtown in upcoming vote.naf,1514,528,409,0,409,0,0,0
http://www.wikidata.org/entity/Q957459,Latin Music Stars Shine at Ultra Music Festival 2018.naf,418,199,86,0,86,0,0,0
http://www.wikidata.org/entity/Q957459,Could Miami’s Ultra music festival be so loud it’s bad for fish? | Miami Herald.naf,1566,595,388,0,388,0,0,0
http://www.wikidata.org/entity/Q957459,Ultra Music Festival officially SOLD OUT!.naf,578,266,123,0,123,0,0,0
http://www.wikidata.org/entity/Q957459,WMC Ultra Music Festival 2005 Lineup.naf,340,177,57,0,57,0,0,0
http://www.wikidata.org/entity/Q957459,Armin van Buuren Debuts GAIA At Ultra Music Festival (with live set).naf,376,170,22,0,22,0,0,0
http://www.wikidata.org/entity/Q957459,Ultra Music Festival India Officially Heading to New Delhi and Mumbai.naf,347,159,90,0,90,0,0,0
http://www.wikidata.org/entity/Q957459,Ultra Worldwide takes over South America.naf,408,204,84,0,84,0,0,0
http://www.wikidata.org/entity/Q957459,"ULTRA WORLDWIDE Announces ‘ULTRA EUROPE’ July 12-14, 2013 in Croatia.naf",1542,553,309,0,309,0,0,0
http://www.wikidata.org/entity/Q957459,Florida declares public health emergency after two coronavirus cases.naf,253,127,59,0,59,0,0,0
http://www.wikidata.org/entity/Q957459,ULTRA Music Festival Announces Relocation to Virginia Key as New Home.naf,369,173,87,0,87,0,0,0
http://www.wikidata.org/entity/Q957459,Ultra Music Festival in Miami will move to Virginia Key.naf,1446,520,362,0,362,0,0,0
http://www.wikidata.org/entity/Q957459,Past Shows.naf,25,20,1,0,1,0,0,0
http://www.wikidata.org/entity/Q957459,The Ultra Music Festival transportation guide.naf,667,242,164,0,164,0,0,0
http://www.wikidata.org/entity/Q957459,10 Things You Didn't Know About the Ultra Music Festival.naf,155,91,30,0,30,0,0,0
http://www.wikidata.org/entity/Q957459,Ultra organizers vow to avoid opening night's 'nightmarish'....naf,706,285,172,0,172,0,0,0
http://www.wikidata.org/entity/Q957459,"Deadmau5 Trolls Martin Garrix, Plays 'Animals' Mashup.naf",407,179,66,0,66,0,0,0
http://www.wikidata.org/entity/Q957459,Ultra Announces Ultra Music Festival 2015 Dates.naf,179,108,53,0,53,0,0,0
http://www.wikidata.org/entity/Q957459,Armin van Buuren wins 4 awards including ‘Best Male Artist in the World’.naf,272,145,51,0,51,0,0,0
http://www.wikidata.org/entity/Q957459,"Festicket Awards 2016 Winners: Tomorrowland, Martin Garrix, Radiohead and More.naf",1024,365,63,0,63,0,0,0
http://www.wikidata.org/entity/Q957459,Coronavirus: Miami's Ultra Music Festival Postponed Until 2021.naf,453,205,83,0,83,0,0,0
http://www.wikidata.org/entity/Q957459,"150,000 Fans Descend on Miami for Ultra Music Festival.naf",712,327,170,0,170,0,0,0
http://www.wikidata.org/entity/Q957459,Ultra Announces Festivals in Japan and South Africa for 2014.naf,261,135,38,0,38,0,0,0
http://www.wikidata.org/entity/Q957459,Ultra Music Festival announces Phase 2 of 2017 lineup.naf,678,329,42,0,42,0,0,0
http://www.wikidata.org/entity/Q957459,Ultra’s March fest canceled in Miami amid coronavirus fears.naf,1330,438,325,0,325,0,0,0
http://www.wikidata.org/entity/Q957459,Ultra Music Festival Is Not Offering Refunds for ‘Postponed’ Event.naf,443,195,102,0,102,0,0,0
http://www.wikidata.org/entity/Q957459,"Exclusive: Ultra Music, Ultra Music Festival Announce 'Global Alliance'.naf",908,358,203,0,203,0,0,0
http://www.wikidata.org/entity/Q957459,Brickell homeowners sue Miami over Ultra Music Festival.naf,797,319,192,0,192,0,0,0
http://www.wikidata.org/entity/Q957459,Ultra music festival brings techno to Miami.naf,601,288,147,0,147,0,0,0
http://www.wikidata.org/entity/Q957459,The 33rd annual International Dance Music Awards (IDMA) announces nominees.naf,1403,630,79,0,79,0,0,0
http://www.wikidata.org/entity/Q957459,"Ultra Singapore to take place on Sept 10 and 11, venue and line-up yet to be announced.naf",615,248,152,0,152,0,0,0
http://www.wikidata.org/entity/Q957459,WMC · Winter Music Conference.naf,116,69,27,0,27,0,0,0
http://www.wikidata.org/entity/Q60519415,U.S. presidential election of 1936.naf,1161,454,239,0,239,0,0,0
http://www.wikidata.org/entity/Q60519479,Poll: Donald Trump’s lead over Joe Biden holds steady in Utah.naf,884,329,173,0,173,0,0,0
http://www.wikidata.org/entity/Q60519479,Trump up 7 over Biden in new Utah poll.naf,1362,391,232,0,232,0,0,0
http://www.wikidata.org/entity/Q60519479,2020 President - Sabato's Crystal Ball.naf,28,23,3,0,3,0,0,0
http://www.wikidata.org/entity/Q60519479,"Utah: Election Tools, Deadlines, Dates, Rules, and Links.naf",118,69,26,0,26,0,0,0
http://www.wikidata.org/entity/Q60519479,"Poll: What Utah voters think about Trump, Biden and the peaceful transfer of power.naf",1491,451,305,0,305,0,0,0
http://www.wikidata.org/entity/Q60519479,Utah poll: Would country be better or worse under Hillary Clinton?.naf,1304,433,274,0,274,0,0,0
http://www.wikidata.org/entity/Q60519479,Utah Outlook 2019 - Quarter 3.naf,1871,472,208,0,208,0,0,0
http://www.wikidata.org/entity/Q60519479,Utah Outlook 2020 - Q1.naf,27,26,1,0,1,0,0,0
http://www.wikidata.org/entity/Q60519479,Utah Outlook 2019 - Quarter 2.naf,28,26,3,0,3,0,0,0
http://www.wikidata.org/entity/Q60519479,Donald Trump holding on to lead over Joe Biden in Utah.naf,1560,474,310,0,310,0,0,0
http://www.wikidata.org/entity/Q60519479,Find Your Local League.naf,586,271,128,0,128,0,0,0
http://www.wikidata.org/entity/Q60519479,2020 Electoral Interactive Map.naf,52,36,12,0,12,0,0,0
http://www.wikidata.org/entity/Q60519479,Presidential Ratings.naf,63,40,2,0,2,0,0,0
http://www.wikidata.org/entity/Q60519479,2020 Election Forecast.naf,61,43,16,0,16,0,0,0
http://www.wikidata.org/entity/Q60519479,Voting & Elections Toolkits.naf,517,182,103,0,103,0,0,0
http://www.wikidata.org/entity/Q60519479,"Trump at 40% support in Utah ahead of 2020 vote; Trails Democrats Booker and Sanders, tied with Warren and Biden in head-to-head matchup.naf",896,302,162,0,162,0,0,0
http://www.wikidata.org/entity/Q60519479,Former presidential candidate Evan McMullin endorses Rep. Ben McAdams in Utah race.naf,425,204,92,0,92,0,0,0
http://www.wikidata.org/entity/Q7076908,Environment and Climate Change Canada.naf,1168,373,244,0,244,0,0,0
http://www.wikidata.org/entity/Q5651331,Seattle storm knocks out Microsoft campus.naf,170,108,51,0,51,0,0,0
http://www.wikidata.org/entity/Q30643933,United States presidential election of 1960.naf,1842,610,386,0,386,0,0,0
http://www.wikidata.org/entity/Q39047236,U. S. Electoral College.naf,1735,181,29,0,29,0,0,0
http://www.wikidata.org/entity/Q58433554,United States presidential election of 1940.naf,510,265,107,0,107,0,0,0
http://www.wikidata.org/entity/Q23018035,Colo. GOP hastily deletes '#NeverTrump' tweet.naf,590,241,101,0,101,0,0,0
http://www.wikidata.org/entity/Q23018035,Cruz Sweeps Colorado as Trump Campaign Issues Error-Filled Ballots.naf,1544,492,325,0,325,0,0,0
http://www.wikidata.org/entity/Q23018035,"Colorado Loss Reveals Chaotic, Overwhelmed Trump Campaign.naf",1005,324,204,0,204,0,0,0
http://www.wikidata.org/entity/Q23018035,Cruz for President Announces Colorado Leadership Team.naf,343,169,43,0,43,0,0,0
http://www.wikidata.org/entity/Q23018035,The Final 15: The Latest Polls in the Swing States That Will Decide the Election.naf,762,177,34,0,34,0,0,0
http://www.wikidata.org/entity/Q4793607,Armistice Day deep freeze.naf,46,30,4,0,4,0,0,0
http://www.wikidata.org/entity/Q309578,18 killed amid panic at Germany's 'Love Parade'.naf,441,211,130,0,130,0,0,0
http://www.wikidata.org/entity/Q309578,Australian killed in German music festival stampede.naf,260,134,70,0,70,0,0,0
http://www.wikidata.org/entity/Q309578,Loveparade: RUHR.2010.naf,773,335,170,0,170,0,0,0
http://www.wikidata.org/entity/Q309578,Love Parade tragedy: 'I'll never forget the sight of all those twisted.naf,1351,484,315,0,315,0,0,0
http://www.wikidata.org/entity/Q309578,Crowd Disasters as Systemic Failures: Analysis of the Love Parade Disaster.naf,355,169,79,0,79,0,0,0
http://www.wikidata.org/entity/Q309578,Stampede at German Love Parade festival kills 19.naf,46,36,14,0,14,0,0,0
http://www.wikidata.org/entity/Q309578,Nineteen Dead In German Festival Horror.naf,693,323,179,0,179,0,0,0
http://www.wikidata.org/entity/Q309578,"The Love Parade: European Techno, The EDM Festival, and The Tragedy in Duisburg.naf",37,31,5,0,5,0,0,0
http://www.wikidata.org/entity/Q6155782,6 snowmobilers rescued from remote outpost.naf,650,282,170,0,170,0,0,0
http://www.wikidata.org/entity/Q6155782,WPC Surface Analysis Archive.naf,120,69,31,0,31,0,0,0
http://www.wikidata.org/entity/Q6155782,"Man killed, seven injured on icy mountain highway.naf",209,122,56,0,56,0,0,0
http://www.wikidata.org/entity/Q6155782,National Weather Service.naf,1283,435,230,0,230,0,0,0
http://www.wikidata.org/entity/Q6155782,Powerful Pacific storm begins to impact the US West Coast.naf,260,131,43,0,43,0,0,0
http://www.wikidata.org/entity/Q434319,What Died at Altamont.naf,1712,557,282,0,282,0,0,0
http://www.wikidata.org/entity/Q434319,American Pie: 6 crazy conspiracy theories.naf,133,77,32,0,32,0,0,0
http://www.wikidata.org/entity/Q434319,KSAN's Post-Altamont Broadcast.naf,134,94,13,0,13,0,0,0
http://www.wikidata.org/entity/Q434319,Salon.com Arts & Entertainment.naf,1212,471,163,0,163,0,0,0
http://www.wikidata.org/entity/Q434319,Rolling Stones at Altamont.naf,167,96,40,0,40,0,0,0
http://www.wikidata.org/entity/Q434319,The Hells Angels Brought Death To Rock And Roll’s Worst Day.naf,1793,578,448,0,448,0,0,0
http://www.wikidata.org/entity/Q23137,Weather History: The Saxby Gale.naf,206,118,51,0,51,0,0,0
http://www.wikidata.org/entity/Q23137,RootsWeb.com Home Page.naf,113,68,30,0,30,0,0,0
http://www.wikidata.org/entity/Q3586530,Elections: Comoros Pres May 14 2006.naf,120,69,31,0,31,0,0,0
http://www.wikidata.org/entity/Q5598781,Blizzard of ’78 brought chilly attitudes to campus.naf,582,281,141,0,141,0,0,0
http://www.wikidata.org/entity/Q5598781,"Pressure Records: The October 26-27, 2010 Significant Extratropical Cyclone.naf",1440,379,262,0,262,0,0,0
http://www.wikidata.org/entity/Q5598781,Statewide Blizzard.naf,267,152,79,0,79,0,0,0
http://www.wikidata.org/entity/Q11689148,"NWS Springfield, MO Homepage.naf",43,32,10,0,10,0,0,0
http://www.wikidata.org/entity/Q11689148,Winter storm blamed for 51 deaths in nine states.naf,862,364,236,0,236,0,0,0
http://www.wikidata.org/entity/Q11689148,OzarksFirst.com.naf,392,195,86,0,86,0,0,0
http://www.wikidata.org/entity/Q11689148,Winter storm factor in fatal crash.naf,415,196,66,0,66,0,0,0
http://www.wikidata.org/entity/Q11689148,Montreal cleans up after big storm.naf,321,168,74,0,74,0,0,0
http://www.wikidata.org/entity/Q11689148,"Ice storm smacks roads, power lines.naf",885,376,228,0,228,0,0,0
http://www.wikidata.org/entity/Q11689148,A rare snow day in Arizona.naf,508,228,132,0,132,0,0,0
http://www.wikidata.org/entity/Q11689148,Central U.S. cleans up as more storms loom.naf,1048,409,265,0,265,0,0,0
http://www.wikidata.org/entity/Q11689148,"Snow, wind dump on Colorado.naf",550,261,132,0,132,0,0,0
http://www.wikidata.org/entity/Q11689148,Ice storm prompts emergency in Oklahoma.naf,807,311,225,0,225,0,0,0
http://www.wikidata.org/entity/Q11689148,"Storms kill, knock out power, cancel flights.naf",720,294,206,0,206,0,0,0
http://www.wikidata.org/entity/Q6488019,"Laos president, PM handed new terms: media.naf",257,141,67,0,67,0,0,0
http://www.wikidata.org/entity/Q4611790,Tornado hits Poland.naf,40,32,8,0,8,0,0,0
http://www.wikidata.org/entity/Q23018229,The Final 15: The Latest Polls in the Swing States That Will Decide the Election.naf,762,177,34,0,34,0,0,0
http://www.wikidata.org/entity/Q23018229,Decision Desk HQ.naf,35,28,7,0,7,0,0,0
http://www.wikidata.org/entity/Q5439799,"Homepage of The National Weather Service Forecast Office in Taunton, MA..naf",43,33,7,0,7,0,0,0
http://www.wikidata.org/entity/Q5439799,"Snowstorm sends semis spinning, heads east.naf",747,330,182,0,182,0,0,0
http://www.wikidata.org/entity/Q5439799,Power Crews Work to Get the Electricity On.naf,248,141,72,0,72,0,0,0
http://www.wikidata.org/entity/Q5439799,"February 13th-14th, 2007, Snowfall Totals.naf",43,32,10,0,10,0,0,0
http://www.wikidata.org/entity/Q5439799,Storm Prediction Center 20070212's Storm Reports.naf,1649,634,26,0,26,0,0,0
http://www.wikidata.org/entity/Q5439799,Purdue's Student Newspaper.naf,121,60,32,0,32,0,0,0
http://www.wikidata.org/entity/Q5439799,Tornado heaps misery on Katrina-hit area.naf,913,347,241,0,241,0,0,0
http://www.wikidata.org/entity/Q5439799,The Newark Advocate.naf,122,79,33,0,33,0,0,0
http://www.wikidata.org/entity/Q5439799,"February 13-14, 2007, Winter Storm.naf",454,184,136,0,136,0,0,0
http://www.wikidata.org/entity/Q5439799,Quebec City teen disappears in snowstorm.naf,716,308,176,0,176,0,0,0
http://www.wikidata.org/entity/Q5439799,NOAA's National Weather Service.naf,192,114,26,0,26,0,0,0
http://www.wikidata.org/entity/Q5439799,New York City and Metro Area Traffic on WABC-TV.naf,721,305,152,0,152,0,0,0
http://www.wikidata.org/entity/Q5439799,"Storm ties up travel, closes schools and interferes with Valentine's Day flower deliveries.naf",909,378,231,0,231,0,0,0
http://www.wikidata.org/entity/Q5439799,"Snow day - February 15th, 2007.naf",913,318,255,0,255,0,0,0
http://www.wikidata.org/entity/Q30643932,U. S. Electoral College.naf,1735,181,29,0,29,0,0,0
http://www.wikidata.org/entity/Q30643932,United States presidential election of 1960.naf,1842,610,386,0,386,0,0,0
http://www.wikidata.org/entity/Q52557797,"India dust storms: More than 100 killed in Uttar Pradesh, Rajasthan.naf",62,39,20,0,20,0,0,0
http://www.wikidata.org/entity/Q55616701,GEN. AOUN DISSOLVES PARLIAMENT.naf,557,258,165,0,165,0,0,0
http://www.wikidata.org/entity/Q55616701,Election of the Presidents of the Lebanese Republic.naf,954,287,146,0,146,0,0,0
http://www.wikidata.org/entity/Q22025837,Live results from the North Carolina primary.naf,87,77,11,0,11,0,0,0
http://www.wikidata.org/entity/Q22025837,The Final 15: The Latest Polls in the Swing States That Will Decide the Election.naf,762,177,34,0,34,0,0,0
http://www.wikidata.org/entity/Q22025837,Clinton’s North Carolina Firewall.naf,1619,572,329,0,329,0,0,0
http://www.wikidata.org/entity/Q22025837,NBC's Final Battleground Map Shows Clinton With a Significant Lead.naf,1112,407,163,0,163,0,0,0
http://www.wikidata.org/entity/Q22025837,NC approves 27 candidates for presidential primary ballots.naf,264,151,47,0,47,0,0,0
http://www.wikidata.org/entity/Q30643937,U. S. Electoral College.naf,1735,181,29,0,29,0,0,0
http://www.wikidata.org/entity/Q30643937,Clipping from Casper Star-Tribune.naf,84,55,13,0,13,0,0,0
http://www.wikidata.org/entity/Q30643937,United States presidential election of 1960.naf,1842,610,386,0,386,0,0,0
http://www.wikidata.org/entity/Q30643937,Clipping from Jackson's Hole Courier.naf,84,55,13,0,13,0,0,0
http://www.wikidata.org/entity/Q60519467,2020 November General.naf,42,23,12,0,12,0,0,0
http://www.wikidata.org/entity/Q60519467,Roanoke College Poll: Virginia political opinions in August 2020.naf,1130,363,178,0,178,0,0,0
http://www.wikidata.org/entity/Q60519467,Roanoke College Poll: Virginians prefer all Democrats to Trump but many Dems underwater on favorability.naf,805,281,136,0,136,0,0,0
http://www.wikidata.org/entity/Q60519467,"Oct. 13-19, 2020, Washington Post-Schar School poll of Virginia voters.naf",586,145,11,0,11,0,0,0
http://www.wikidata.org/entity/Q60519467,2020 President - Sabato's Crystal Ball.naf,28,23,3,0,3,0,0,0
http://www.wikidata.org/entity/Q60519467,Republican Party of Virginia reschedules 'unassembled' convention for August.naf,245,135,65,0,65,0,0,0
http://www.wikidata.org/entity/Q60519467,Polls 2020-10-28.naf,350,175,68,0,68,0,0,0
http://www.wikidata.org/entity/Q60519467,"Virginia: Election Tools, Deadlines, Dates, Rules, and Links.naf",100,51,26,0,26,0,0,0
http://www.wikidata.org/entity/Q60519467,Roanoke College Poll: Opinions of Virginians on politics in May 2020.naf,783,281,127,0,127,0,0,0
http://www.wikidata.org/entity/Q60519467,"Elizabeth Warren Formally Announces 2020 Presidential Bid in Lawrence, Mass..naf",252,136,61,0,61,0,0,0
http://www.wikidata.org/entity/Q60519467,Presidential Ratings.naf,63,40,2,0,2,0,0,0
http://www.wikidata.org/entity/Q60519467,Nevada and South Carolina GOP cancel 2020 presidential nominating contests.naf,1339,386,283,0,283,0,0,0
http://www.wikidata.org/entity/Q60519467,Extensive New Battleground Polling Shows Biden Gaining Ground.naf,204,123,42,0,42,0,0,0
http://www.wikidata.org/entity/Q60519467,Polls 2020-11-02 (larger states).naf,337,173,62,0,62,0,0,0
http://www.wikidata.org/entity/Q60519467,2020 Election Forecast.naf,61,43,16,0,16,0,0,0
http://www.wikidata.org/entity/Q60519467,Voting & Elections Toolkits.naf,517,182,103,0,103,0,0,0
http://www.wikidata.org/entity/Q60519467,September 24 Virginia General Election - Part 1.naf,953,355,176,0,176,0,0,0
http://www.wikidata.org/entity/Q2391690,Red dust covers Sydney.naf,83,59,22,0,22,0,0,0
http://www.wikidata.org/entity/Q2391690,Are the dust storms radioactive? Australian scientists study Aussie dust from New Zealand.naf,587,281,133,0,133,0,0,0
http://www.wikidata.org/entity/Q2391690,Brisbane CBD dusted: Sydney storm heads north.naf,1049,371,267,0,267,0,0,0
http://www.wikidata.org/entity/Q2391690,"Sydney dust storm worst in 70 years, says weather bureau.naf",488,251,94,0,94,0,0,0
http://www.wikidata.org/entity/Q2391690,"Dust Storm Hits Brisbane, Queensland.naf",919,374,186,0,186,0,0,0
http://www.wikidata.org/entity/Q2391690,Desert storm hits Taranaki.naf,108,70,28,0,28,0,0,0
http://www.wikidata.org/entity/Q2391690,Red dust: face masks flying off the shelves.naf,149,94,33,0,33,0,0,0
http://www.wikidata.org/entity/Q2391690,Melbourne Airport warns of delays.naf,169,82,43,0,43,0,0,0
http://www.wikidata.org/entity/Q2391690,Canberra disappears in the dust.naf,35,28,7,0,7,0,0,0
http://www.wikidata.org/entity/Q2391690,Red dust cloud covers Sydney.naf,85,59,22,0,22,0,0,0
http://www.wikidata.org/entity/Q39046322,United States presidential election of 1956.naf,921,419,195,0,195,0,0,0
http://www.wikidata.org/entity/Q2662317,Slovenia: Singers and song titles revealed.naf,448,255,66,0,66,0,0,0
http://www.wikidata.org/entity/Q2662317,Results: Seven acts qualified in Slovenia.naf,511,184,32,0,32,0,0,0
http://www.wikidata.org/entity/Q2662317,EMA to be held in the first half of March.naf,218,106,53,0,53,0,0,0
http://www.wikidata.org/entity/Q2662317,Slovenia calls for songs for Eurovision 2010.naf,253,125,50,0,50,0,0,0
http://www.wikidata.org/entity/Q10971509,Nine foot replica of original National Eisteddfod chair is installed at the sitwe of Wales' very first cultural festival.naf,831,329,194,0,194,0,0,0
http://www.wikidata.org/entity/Q10971509,Staff at Cardigan Castle's 1176 restaurant round off hectic year with busy Christmas period.naf,202,108,60,0,60,0,0,0
http://www.wikidata.org/entity/Q10971509,Eisteddfod may have sprung from French idea.naf,767,300,135,0,135,0,0,0
http://www.wikidata.org/entity/Q10971509,"RHYS ap GRUFFYDD (1132 - 1197), lord of Deheubarth, known in history as ' Yr Arglwydd Rhys ' (' The lord Rhys ')..naf",978,395,150,0,150,0,0,0
http://www.wikidata.org/entity/Q10971509,The first eisteddfod - Christmas 1176.naf,1134,387,257,0,257,0,0,0
http://www.wikidata.org/entity/Q10971509,Medieval legacy is there to be enjoyed.naf,813,350,144,0,144,0,0,0
http://www.wikidata.org/entity/Q10971509,Novel inspired by first eisteddfod and historic castle.naf,356,150,71,0,71,0,0,0
http://www.wikidata.org/entity/Q30644587,U. S. Electoral College.naf,1735,181,29,0,29,0,0,0
http://www.wikidata.org/entity/Q30644587,United States presidential election of 1956.naf,921,419,195,0,195,0,0,0
http://www.wikidata.org/entity/Q60519416,U.S. presidential election of 1936.naf,1161,454,239,0,239,0,0,0
http://www.wikidata.org/entity/Q4561228,World Meteorological Organization's World Weather & Climate Extremes Archive.naf,1154,418,221,0,221,0,0,0
http://www.wikidata.org/entity/Q84027698,Dejan Kovač of Princeton University Says to Run for President.naf,413,199,88,0,88,0,0,0
http://www.wikidata.org/entity/Q84027698,Pop Singer Miroslav Škoro Wants More Powers as President.naf,843,322,204,0,204,0,0,0
http://www.wikidata.org/entity/Q84027698,Peović: 21st Century Democratic Socialism Increasingly Popular.naf,336,154,91,0,91,0,0,0
http://www.wikidata.org/entity/Q61963712,"Tornadoes of March 3, 2019.naf",267,134,62,0,62,0,0,0
http://www.wikidata.org/entity/Q61963712,"Davisville-Corbett Crossroad Tornado - March 3, 2019.naf",416,178,104,0,104,0,0,0
http://www.wikidata.org/entity/Q61963712,"Lee County, Alabama.naf",604,189,108,0,108,0,0,0
http://www.wikidata.org/entity/Q61963712,"County Road 79 Tornado - March 3, 2019.naf",251,130,50,0,50,0,0,0
http://www.wikidata.org/entity/Q61963712,NOAA National Weather Service.naf,75,45,13,0,13,0,0,0
http://www.wikidata.org/entity/Q170652,NWS Northern Indiana Weather History.naf,198,122,50,0,50,0,0,0
http://www.wikidata.org/entity/Q170652,NWS Milwaukee.naf,1052,354,223,0,223,0,0,0
http://www.wikidata.org/entity/Q170652,LibriVox.naf,130,72,10,0,10,0,0,0
http://www.wikidata.org/entity/Q170652,Itâ€™s been 131 years since the Great White Hurricane. Do you know about it?.naf,508,227,67,0,67,0,0,0
http://www.wikidata.org/entity/Q21872497,"Biography of Almeida, António José de.naf",352,166,58,0,58,0,0,0
http://www.wikidata.org/entity/Q60519480,Elizabeth Warren Announces Iowa Trip as She Starts Running for President in 2020.naf,390,202,94,0,94,0,0,0
http://www.wikidata.org/entity/Q60519480,2020 President - Sabato's Crystal Ball.naf,28,23,3,0,3,0,0,0
http://www.wikidata.org/entity/Q60519480,Could Mitt Romney Be President Trump's Worst Nightmare?.naf,363,198,73,0,73,0,0,0
http://www.wikidata.org/entity/Q60519480,Massachusetts Election Results 2020.naf,73,54,19,0,19,0,0,0
http://www.wikidata.org/entity/Q60519480,"Elizabeth Warren Formally Announces 2020 Presidential Bid in Lawrence, Mass..naf",252,136,61,0,61,0,0,0
http://www.wikidata.org/entity/Q60519480,Find Your Local League.naf,586,271,128,0,128,0,0,0
http://www.wikidata.org/entity/Q60519480,Libertarians offer voters nothing new.naf,135,88,0,0,0,0,0,0
http://www.wikidata.org/entity/Q60519480,2020 Electoral Interactive Map.naf,52,36,12,0,12,0,0,0
http://www.wikidata.org/entity/Q60519480,Donald Trump’s Biggest Fear: A Romney 2020 Primary Challenge.naf,927,418,152,0,152,0,0,0
http://www.wikidata.org/entity/Q60519480,Seabrook's Abramson seeks Libertarian presidential nomination.naf,871,321,208,0,208,0,0,0
http://www.wikidata.org/entity/Q60519480,Presidential Ratings.naf,63,40,2,0,2,0,0,0
http://www.wikidata.org/entity/Q60519480,"Biden dominates the electoral map, but here's how the race could tighten.naf",1868,645,304,0,304,0,0,0
http://www.wikidata.org/entity/Q60519480,"Massachusetts: Election Tools, Deadlines, Dates, Rules, and Links.naf",100,52,21,0,21,0,0,0
http://www.wikidata.org/entity/Q60519480,2020 Election Forecast.naf,61,43,16,0,16,0,0,0
http://www.wikidata.org/entity/Q60519480,"In deep blue Massachusetts, Governor Baker gets high marks for coronavirus response.naf",508,220,98,0,98,0,0,0
http://www.wikidata.org/entity/Q24965514,'Indianoplace'? That's what Hillary Clinton called us.naf,659,301,108,0,108,0,0,0
http://www.wikidata.org/entity/Q23018287,"MDP Announces DNC Delegates, Alternates and State DNC Members.naf",211,116,30,0,30,0,0,0
http://www.wikidata.org/entity/Q23018287,Joe Biden Decides Not to Enter Presidential Race.naf,249,131,50,0,50,0,0,0
http://www.wikidata.org/entity/Q17000791,Oxegen 2013: Line-up revealed in full.naf,202,129,17,0,17,0,0,0
http://www.wikidata.org/entity/Q17000791,Europe's Greatest Music Festival.naf,58,42,9,0,9,0,0,0
http://www.wikidata.org/entity/Q30643807,U. S. Electoral College.naf,1735,181,29,0,29,0,0,0
http://www.wikidata.org/entity/Q30643807,United States presidential election of 1960.naf,1842,610,386,0,386,0,0,0
http://www.wikidata.org/entity/Q932149,"Implications of Gender and Class in the January 12, 1888, "" by Heather Stauffer.naf",252,136,61,0,61,0,0,0
http://www.wikidata.org/entity/Q932149,The Midwest’s “Weather Playground” Turns Violent.naf,1184,455,261,0,261,0,0,0
http://www.wikidata.org/entity/Q60441824,Elections & Voting.naf,28,22,6,0,6,0,0,0
http://www.wikidata.org/entity/Q60441824,Polls 2020-11-02 (smaller states).naf,320,165,60,0,60,0,0,0
http://www.wikidata.org/entity/Q60441824,Trump got more votes in Minnesota in 2020 than he did in 2016. But Biden got way more than Clinton did.naf,784,254,149,0,149,0,0,0
http://www.wikidata.org/entity/Q60441824,Heartland Poll Release: Biden Leads in Midwest.naf,171,98,27,0,27,0,0,0
http://www.wikidata.org/entity/Q60441824,"Minnesota: Election Tools, Deadlines, Dates, Rules, and Links.naf",127,58,29,0,29,0,0,0
http://www.wikidata.org/entity/Q60441824,MN SEN General Election Key Findings Memo - Harper Polling.naf,776,263,90,0,90,0,0,0
http://www.wikidata.org/entity/Q60441824,POLL: Republican Lewis closes on DFL candidate Smith for US Senate seat in Minnesota.naf,302,160,60,0,60,0,0,0
http://www.wikidata.org/entity/Q60441824,Minnesota Poll Results.naf,430,183,61,0,61,0,0,0
http://www.wikidata.org/entity/Q60441824,"Elizabeth Warren Formally Announces 2020 Presidential Bid in Lawrence, Mass..naf",252,136,61,0,61,0,0,0
http://www.wikidata.org/entity/Q60441824,State Canvassing Board Certifies Results of 2020 General Election.naf,547,221,111,0,111,0,0,0
http://www.wikidata.org/entity/Q60441824,"Michigan, Pennsylvania and Wisconsin Set to Flip in U.S. Election.naf",1083,325,169,0,169,0,0,0
